text,label
Billing problem occurred while purchasing laptop,Account
Wrong internet service delivered to my address,Technical Issue
Billing problem occurred while purchasing mobile phone,Billing
Wrong headphones delivered to my address,Account
Customer service did not resolve my issue regarding credit card,Delivery
Wrong headphones delivered to my address,Technical Issue
Wrong internet service delivered to my address,Delivery
Wrong internet service delivered to my address,Account
I was charged extra for my internet service,Technical Issue
Payment failed but amount deducted for credit card,Account
Payment failed but amount deducted for mobile phone,Technical Issue
My credit card stopped working within a week,Account
My subscription stopped working within a week,Billing
Payment failed but amount deducted for credit card,Account
Received a damaged mobile phone,Delivery
Billing problem occurred while purchasing credit card,Billing
The mobile phone I ordered was delivered late,Delivery
Received a damaged mobile phone,Billing
The subscription I ordered was delivered late,Billing
The laptop I ordered was delivered late,Delivery
My headphones stopped working within a week,Technical Issue
Refund not processed for returned headphones,Delivery
Wrong headphones delivered to my address,Delivery
Received a damaged mobile phone,Account
Refund not processed for returned internet service,Account
I was charged extra for my mobile phone,Technical Issue
Customer service did not resolve my issue regarding subscription,Delivery
Customer service did not resolve my issue regarding laptop,Account
My laptop stopped working within a week,Billing
Received a damaged laptop,Account
Payment failed but amount deducted for subscription,Technical Issue
My headphones stopped working within a week,Account
Payment failed but amount deducted for mobile phone,Technical Issue
Payment failed but amount deducted for internet service,Account
Customer service did not resolve my issue regarding subscription,Delivery
Facing technical issues with the credit card,Technical Issue
Refund not processed for returned headphones,Billing
Facing technical issues with the subscription,Billing
My credit card stopped working within a week,Account
Billing problem occurred while purchasing headphones,Account
The headphones I ordered was delivered late,Billing
Refund not processed for returned headphones,Account
Refund not processed for returned laptop,Delivery
Wrong subscription delivered to my address,Billing
Customer service did not resolve my issue regarding mobile phone,Billing
Payment failed but amount deducted for mobile phone,Technical Issue
My subscription stopped working within a week,Account
Wrong laptop delivered to my address,Delivery
My mobile phone stopped working within a week,Account
Customer service did not resolve my issue regarding headphones,Technical Issue
Wrong internet service delivered to my address,Account
Wrong internet service delivered to my address,Account
Facing technical issues with the laptop,Account
Received a damaged headphones,Technical Issue
The mobile phone I ordered was delivered late,Delivery
Payment failed but amount deducted for mobile phone,Technical Issue
I was charged extra for my headphones,Account
Wrong headphones delivered to my address,Account
Billing problem occurred while purchasing headphones,Account
Refund not processed for returned internet service,Delivery
Wrong mobile phone delivered to my address,Account
Customer service did not resolve my issue regarding subscription,Delivery
The subscription I ordered was delivered late,Delivery
Received a damaged headphones,Technical Issue
I was charged extra for my subscription,Technical Issue
I was charged extra for my laptop,Delivery
Wrong laptop delivered to my address,Delivery
Wrong laptop delivered to my address,Account
Facing technical issues with the mobile phone,Delivery
The laptop I ordered was delivered late,Delivery
My subscription stopped working within a week,Account
The headphones I ordered was delivered late,Delivery
Facing technical issues with the mobile phone,Technical Issue
Facing technical issues with the credit card,Technical Issue
My mobile phone stopped working within a week,Delivery
Customer service did not resolve my issue regarding subscription,Delivery
My credit card stopped working within a week,Delivery
Received a damaged mobile phone,Account
Received a damaged credit card,Delivery
My headphones stopped working within a week,Technical Issue
Wrong internet service delivered to my address,Technical Issue
Refund not processed for returned subscription,Account
Customer service did not resolve my issue regarding headphones,Technical Issue
The internet service I ordered was delivered late,Billing
Received a damaged subscription,Delivery
Billing problem occurred while purchasing headphones,Technical Issue
Facing technical issues with the internet service,Delivery
Customer service did not resolve my issue regarding laptop,Billing
Wrong internet service delivered to my address,Delivery
I was charged extra for my credit card,Technical Issue
Received a damaged laptop,Billing
Facing technical issues with the laptop,Account
Received a damaged internet service,Delivery
The internet service I ordered was delivered late,Technical Issue
Refund not processed for returned headphones,Delivery
I was charged extra for my credit card,Technical Issue
Billing problem occurred while purchasing headphones,Technical Issue
Received a damaged subscription,Technical Issue
Billing problem occurred while purchasing mobile phone,Account
Billing problem occurred while purchasing internet service,Account
Received a damaged subscription,Billing
I was charged extra for my subscription,Account
Facing technical issues with the internet service,Technical Issue
Received a damaged subscription,Delivery
Facing technical issues with the laptop,Delivery
Payment failed but amount deducted for headphones,Delivery
My subscription stopped working within a week,Account
Facing technical issues with the headphones,Delivery
Refund not processed for returned mobile phone,Billing
Billing problem occurred while purchasing credit card,Technical Issue
Refund not processed for returned credit card,Billing
Facing technical issues with the subscription,Account
I was charged extra for my subscription,Technical Issue
Facing technical issues with the headphones,Account
I was charged extra for my mobile phone,Account
The laptop I ordered was delivered late,Technical Issue
Received a damaged laptop,Account
Payment failed but amount deducted for credit card,Account
Wrong subscription delivered to my address,Account
Payment failed but amount deducted for laptop,Delivery
I was charged extra for my internet service,Technical Issue
I was charged extra for my laptop,Technical Issue
Payment failed but amount deducted for subscription,Billing
Received a damaged credit card,Delivery
Customer service did not resolve my issue regarding credit card,Account
I was charged extra for my mobile phone,Billing
Facing technical issues with the laptop,Technical Issue
The headphones I ordered was delivered late,Account
Wrong mobile phone delivered to my address,Account
Customer service did not resolve my issue regarding subscription,Technical Issue
Facing technical issues with the laptop,Technical Issue
Refund not processed for returned credit card,Billing
Customer service did not resolve my issue regarding credit card,Technical Issue
My headphones stopped working within a week,Billing
Customer service did not resolve my issue regarding subscription,Account
Billing problem occurred while purchasing subscription,Account
Wrong laptop delivered to my address,Technical Issue
The internet service I ordered was delivered late,Delivery
Received a damaged headphones,Technical Issue
Customer service did not resolve my issue regarding internet service,Technical Issue
Wrong credit card delivered to my address,Delivery
My subscription stopped working within a week,Technical Issue
I was charged extra for my subscription,Account
Payment failed but amount deducted for internet service,Technical Issue
Customer service did not resolve my issue regarding internet service,Billing
Refund not processed for returned subscription,Delivery
Refund not processed for returned subscription,Billing
Refund not processed for returned laptop,Technical Issue
Billing problem occurred while purchasing headphones,Billing
My mobile phone stopped working within a week,Technical Issue
My mobile phone stopped working within a week,Billing
Billing problem occurred while purchasing mobile phone,Technical Issue
Received a damaged headphones,Billing
I was charged extra for my headphones,Account
Customer service did not resolve my issue regarding mobile phone,Account
Billing problem occurred while purchasing mobile phone,Delivery
My credit card stopped working within a week,Billing
Refund not processed for returned headphones,Billing
Received a damaged subscription,Delivery
Customer service did not resolve my issue regarding headphones,Technical Issue
My credit card stopped working within a week,Billing
Payment failed but amount deducted for credit card,Technical Issue
Payment failed but amount deducted for laptop,Account
Received a damaged credit card,Account
Refund not processed for returned internet service,Delivery
Customer service did not resolve my issue regarding mobile phone,Account
I was charged extra for my headphones,Technical Issue
Customer service did not resolve my issue regarding headphones,Technical Issue
I was charged extra for my credit card,Delivery
Wrong credit card delivered to my address,Account
Payment failed but amount deducted for subscription,Delivery
I was charged extra for my subscription,Account
I was charged extra for my internet service,Billing
Refund not processed for returned headphones,Billing
Facing technical issues with the laptop,Account
Facing technical issues with the subscription,Technical Issue
Customer service did not resolve my issue regarding mobile phone,Technical Issue
I was charged extra for my mobile phone,Billing
Billing problem occurred while purchasing subscription,Account
I was charged extra for my mobile phone,Billing
Wrong subscription delivered to my address,Delivery
I was charged extra for my mobile phone,Delivery
Refund not processed for returned headphones,Billing
My mobile phone stopped working within a week,Delivery
Customer service did not resolve my issue regarding credit card,Technical Issue
My laptop stopped working within a week,Account
Billing problem occurred while purchasing credit card,Technical Issue
The subscription I ordered was delivered late,Billing
The mobile phone I ordered was delivered late,Technical Issue
Received a damaged laptop,Technical Issue
Wrong subscription delivered to my address,Account
Facing technical issues with the headphones,Account
Facing technical issues with the subscription,Account
Facing technical issues with the subscription,Delivery
Customer service did not resolve my issue regarding credit card,Billing
Received a damaged laptop,Technical Issue
Customer service did not resolve my issue regarding credit card,Billing
Refund not processed for returned mobile phone,Account
Payment failed but amount deducted for subscription,Account
The laptop I ordered was delivered late,Account
The mobile phone I ordered was delivered late,Technical Issue
Facing technical issues with the laptop,Delivery
Refund not processed for returned mobile phone,Technical Issue
I was charged extra for my internet service,Account
I was charged extra for my credit card,Billing
Payment failed but amount deducted for laptop,Delivery
Billing problem occurred while purchasing headphones,Delivery
Received a damaged mobile phone,Account
Received a damaged headphones,Technical Issue
Received a damaged mobile phone,Technical Issue
Customer service did not resolve my issue regarding credit card,Technical Issue
Refund not processed for returned subscription,Account
My internet service stopped working within a week,Technical Issue
My credit card stopped working within a week,Account
Refund not processed for returned subscription,Technical Issue
My subscription stopped working within a week,Billing
The headphones I ordered was delivered late,Account
The credit card I ordered was delivered late,Billing
Customer service did not resolve my issue regarding internet service,Technical Issue
Facing technical issues with the headphones,Billing
I was charged extra for my subscription,Account
The mobile phone I ordered was delivered late,Billing
Customer service did not resolve my issue regarding headphones,Billing
Customer service did not resolve my issue regarding mobile phone,Technical Issue
Facing technical issues with the credit card,Billing
Wrong internet service delivered to my address,Account
Received a damaged internet service,Account
I was charged extra for my laptop,Delivery
Wrong laptop delivered to my address,Technical Issue
Refund not processed for returned headphones,Technical Issue
Customer service did not resolve my issue regarding headphones,Technical Issue
Wrong mobile phone delivered to my address,Billing
Customer service did not resolve my issue regarding credit card,Account
My mobile phone stopped working within a week,Delivery
The mobile phone I ordered was delivered late,Billing
Billing problem occurred while purchasing laptop,Technical Issue
Payment failed but amount deducted for credit card,Billing
Wrong mobile phone delivered to my address,Technical Issue
My mobile phone stopped working within a week,Billing
Wrong subscription delivered to my address,Delivery
Customer service did not resolve my issue regarding headphones,Delivery
Billing problem occurred while purchasing mobile phone,Technical Issue
Payment failed but amount deducted for headphones,Billing
Wrong laptop delivered to my address,Account
Wrong headphones delivered to my address,Delivery
Billing problem occurred while purchasing credit card,Delivery
I was charged extra for my subscription,Technical Issue
The internet service I ordered was delivered late,Delivery
Billing problem occurred while purchasing subscription,Technical Issue
Received a damaged headphones,Technical Issue
Payment failed but amount deducted for laptop,Billing
My mobile phone stopped working within a week,Delivery
Payment failed but amount deducted for mobile phone,Account
Refund not processed for returned subscription,Billing
The headphones I ordered was delivered late,Billing
Billing problem occurred while purchasing headphones,Account
Facing technical issues with the subscription,Delivery
I was charged extra for my mobile phone,Technical Issue
Payment failed but amount deducted for credit card,Technical Issue
Refund not processed for returned mobile phone,Billing
Payment failed but amount deducted for headphones,Technical Issue
Facing technical issues with the laptop,Technical Issue
Billing problem occurred while purchasing laptop,Billing
Billing problem occurred while purchasing subscription,Account
Refund not processed for returned subscription,Billing
Facing technical issues with the subscription,Billing
My internet service stopped working within a week,Account
Refund not processed for returned subscription,Delivery
Facing technical issues with the mobile phone,Billing
Facing technical issues with the laptop,Account
I was charged extra for my internet service,Delivery
Refund not processed for returned credit card,Technical Issue
My internet service stopped working within a week,Billing
Customer service did not resolve my issue regarding subscription,Account
Billing problem occurred while purchasing headphones,Billing
Facing technical issues with the internet service,Technical Issue
The mobile phone I ordered was delivered late,Billing
Payment failed but amount deducted for subscription,Account
My credit card stopped working within a week,Technical Issue
Refund not processed for returned subscription,Billing
Billing problem occurred while purchasing laptop,Billing
Refund not processed for returned headphones,Delivery
The internet service I ordered was delivered late,Account
Wrong credit card delivered to my address,Account
I was charged extra for my credit card,Delivery
Received a damaged laptop,Technical Issue
Refund not processed for returned credit card,Technical Issue
Wrong headphones delivered to my address,Account
Refund not processed for returned subscription,Technical Issue
Payment failed but amount deducted for subscription,Billing
Received a damaged mobile phone,Delivery
Received a damaged credit card,Billing
Payment failed but amount deducted for credit card,Billing
Wrong headphones delivered to my address,Account
Payment failed but amount deducted for subscription,Account
Facing technical issues with the mobile phone,Account
Refund not processed for returned mobile phone,Billing
Facing technical issues with the credit card,Billing
Wrong credit card delivered to my address,Billing
The subscription I ordered was delivered late,Account
Refund not processed for returned mobile phone,Technical Issue
Wrong laptop delivered to my address,Account
Facing technical issues with the credit card,Account
Customer service did not resolve my issue regarding internet service,Account
Customer service did not resolve my issue regarding headphones,Delivery
The subscription I ordered was delivered late,Delivery
Facing technical issues with the subscription,Billing
Wrong subscription delivered to my address,Account
Facing technical issues with the internet service,Account
I was charged extra for my subscription,Technical Issue
The mobile phone I ordered was delivered late,Billing
Wrong credit card delivered to my address,Delivery
Received a damaged credit card,Delivery
Refund not processed for returned mobile phone,Technical Issue
Received a damaged mobile phone,Technical Issue
Refund not processed for returned internet service,Account
Billing problem occurred while purchasing credit card,Technical Issue
Received a damaged internet service,Billing
The laptop I ordered was delivered late,Technical Issue
Billing problem occurred while purchasing internet service,Technical Issue
Received a damaged credit card,Technical Issue
My subscription stopped working within a week,Delivery
Customer service did not resolve my issue regarding mobile phone,Billing
Facing technical issues with the credit card,Delivery
Wrong laptop delivered to my address,Delivery
Customer service did not resolve my issue regarding credit card,Account
The mobile phone I ordered was delivered late,Account
My subscription stopped working within a week,Technical Issue
Billing problem occurred while purchasing laptop,Technical Issue
The credit card I ordered was delivered late,Billing
Facing technical issues with the headphones,Technical Issue
Wrong headphones delivered to my address,Technical Issue
Facing technical issues with the mobile phone,Billing
Customer service did not resolve my issue regarding mobile phone,Delivery
Payment failed but amount deducted for credit card,Delivery
Wrong credit card delivered to my address,Billing
My laptop stopped working within a week,Billing
Received a damaged credit card,Account
The headphones I ordered was delivered late,Billing
Facing technical issues with the laptop,Delivery
My headphones stopped working within a week,Billing
Billing problem occurred while purchasing laptop,Delivery
Refund not processed for returned mobile phone,Technical Issue
Billing problem occurred while purchasing headphones,Billing
Wrong headphones delivered to my address,Account
Billing problem occurred while purchasing subscription,Delivery
I was charged extra for my headphones,Delivery
Received a damaged subscription,Billing
I was charged extra for my laptop,Technical Issue
Facing technical issues with the mobile phone,Billing
Refund not processed for returned credit card,Billing
Customer service did not resolve my issue regarding headphones,Billing
Billing problem occurred while purchasing mobile phone,Technical Issue
Wrong mobile phone delivered to my address,Delivery
Facing technical issues with the internet service,Billing
Payment failed but amount deducted for credit card,Billing
I was charged extra for my laptop,Delivery
Wrong internet service delivered to my address,Billing
Refund not processed for returned internet service,Technical Issue
Billing problem occurred while purchasing mobile phone,Delivery
Payment failed but amount deducted for credit card,Delivery
Refund not processed for returned internet service,Technical Issue
Payment failed but amount deducted for headphones,Technical Issue
Facing technical issues with the subscription,Billing
My internet service stopped working within a week,Account
I was charged extra for my subscription,Technical Issue
Payment failed but amount deducted for internet service,Delivery
My credit card stopped working within a week,Billing
Payment failed but amount deducted for headphones,Technical Issue
Payment failed but amount deducted for internet service,Technical Issue
Refund not processed for returned mobile phone,Delivery
Payment failed but amount deducted for subscription,Billing
Facing technical issues with the headphones,Billing
My internet service stopped working within a week,Billing
Payment failed but amount deducted for laptop,Delivery
Billing problem occurred while purchasing mobile phone,Billing
Payment failed but amount deducted for internet service,Account
Wrong headphones delivered to my address,Billing
Wrong mobile phone delivered to my address,Technical Issue
Facing technical issues with the subscription,Technical Issue
Billing problem occurred while purchasing headphones,Billing
Wrong mobile phone delivered to my address,Billing
My internet service stopped working within a week,Billing
My mobile phone stopped working within a week,Technical Issue
The internet service I ordered was delivered late,Technical Issue
Billing problem occurred while purchasing subscription,Account
Payment failed but amount deducted for subscription,Billing
The credit card I ordered was delivered late,Account
Billing problem occurred while purchasing credit card,Billing
Received a damaged internet service,Technical Issue
Billing problem occurred while purchasing credit card,Delivery
Billing problem occurred while purchasing laptop,Billing
My headphones stopped working within a week,Technical Issue
Received a damaged subscription,Delivery
My credit card stopped working within a week,Technical Issue
Customer service did not resolve my issue regarding credit card,Account
Facing technical issues with the credit card,Account
Customer service did not resolve my issue regarding credit card,Delivery
Customer service did not resolve my issue regarding credit card,Billing
Facing technical issues with the headphones,Technical Issue
Facing technical issues with the laptop,Technical Issue
I was charged extra for my internet service,Billing
The credit card I ordered was delivered late,Account
Wrong subscription delivered to my address,Delivery
My mobile phone stopped working within a week,Delivery
Billing problem occurred while purchasing headphones,Billing
Payment failed but amount deducted for headphones,Delivery
Billing problem occurred while purchasing subscription,Technical Issue
Received a damaged mobile phone,Account
Payment failed but amount deducted for headphones,Billing
Payment failed but amount deducted for mobile phone,Account
Facing technical issues with the subscription,Account
Received a damaged headphones,Billing
Customer service did not resolve my issue regarding mobile phone,Delivery
Payment failed but amount deducted for internet service,Technical Issue
Facing technical issues with the subscription,Billing
Received a damaged mobile phone,Billing
Customer service did not resolve my issue regarding laptop,Account
The credit card I ordered was delivered late,Delivery
Billing problem occurred while purchasing credit card,Technical Issue
The internet service I ordered was delivered late,Billing
I was charged extra for my laptop,Account
Facing technical issues with the credit card,Delivery
My subscription stopped working within a week,Technical Issue
I was charged extra for my mobile phone,Account
Received a damaged credit card,Technical Issue
Wrong internet service delivered to my address,Billing
Customer service did not resolve my issue regarding mobile phone,Billing
Customer service did not resolve my issue regarding mobile phone,Account
Payment failed but amount deducted for headphones,Billing
Customer service did not resolve my issue regarding subscription,Delivery
Billing problem occurred while purchasing credit card,Delivery
Wrong headphones delivered to my address,Billing
Facing technical issues with the mobile phone,Billing
My laptop stopped working within a week,Technical Issue
Payment failed but amount deducted for internet service,Account
Payment failed but amount deducted for credit card,Account
Refund not processed for returned laptop,Account
My headphones stopped working within a week,Technical Issue
Billing problem occurred while purchasing internet service,Billing
Facing technical issues with the mobile phone,Billing
Wrong mobile phone delivered to my address,Account
Wrong laptop delivered to my address,Technical Issue
Refund not processed for returned credit card,Delivery
Refund not processed for returned laptop,Billing
Payment failed but amount deducted for credit card,Delivery
The headphones I ordered was delivered late,Technical Issue
Customer service did not resolve my issue regarding internet service,Delivery
I was charged extra for my laptop,Billing
Wrong subscription delivered to my address,Billing
Payment failed but amount deducted for headphones,Delivery
Wrong headphones delivered to my address,Account
The internet service I ordered was delivered late,Delivery
My headphones stopped working within a week,Account
Wrong subscription delivered to my address,Billing
I was charged extra for my subscription,Technical Issue
Payment failed but amount deducted for mobile phone,Account
The headphones I ordered was delivered late,Delivery
I was charged extra for my headphones,Billing
The credit card I ordered was delivered late,Delivery
Billing problem occurred while purchasing laptop,Billing
I was charged extra for my laptop,Billing
Facing technical issues with the credit card,Technical Issue
I was charged extra for my credit card,Billing
Billing problem occurred while purchasing credit card,Delivery
The internet service I ordered was delivered late,Technical Issue
My subscription stopped working within a week,Account
Payment failed but amount deducted for subscription,Account
Customer service did not resolve my issue regarding laptop,Technical Issue
I was charged extra for my internet service,Delivery
Received a damaged mobile phone,Billing
Refund not processed for returned credit card,Account
Customer service did not resolve my issue regarding headphones,Technical Issue
The headphones I ordered was delivered late,Account
Facing technical issues with the mobile phone,Delivery
Refund not processed for returned mobile phone,Delivery
Payment failed but amount deducted for laptop,Billing
Customer service did not resolve my issue regarding credit card,Delivery
I was charged extra for my headphones,Billing
Facing technical issues with the laptop,Delivery
Payment failed but amount deducted for headphones,Technical Issue
Received a damaged mobile phone,Delivery
Billing problem occurred while purchasing headphones,Account
I was charged extra for my credit card,Billing
Wrong mobile phone delivered to my address,Account
Received a damaged laptop,Billing
I was charged extra for my headphones,Technical Issue
Facing technical issues with the laptop,Account
Payment failed but amount deducted for laptop,Billing
Customer service did not resolve my issue regarding mobile phone,Delivery
I was charged extra for my subscription,Account
Facing technical issues with the laptop,Delivery
Received a damaged subscription,Billing
Received a damaged mobile phone,Account
Billing problem occurred while purchasing laptop,Delivery
Billing problem occurred while purchasing laptop,Account
Wrong credit card delivered to my address,Delivery
Billing problem occurred while purchasing laptop,Technical Issue
Payment failed but amount deducted for internet service,Delivery
I was charged extra for my mobile phone,Technical Issue
The subscription I ordered was delivered late,Technical Issue
Billing problem occurred while purchasing headphones,Technical Issue
My laptop stopped working within a week,Account
Customer service did not resolve my issue regarding internet service,Billing
Facing technical issues with the mobile phone,Delivery
My subscription stopped working within a week,Account
Customer service did not resolve my issue regarding subscription,Delivery
Billing problem occurred while purchasing credit card,Account
My headphones stopped working within a week,Billing
I was charged extra for my subscription,Account
The mobile phone I ordered was delivered late,Billing
Billing problem occurred while purchasing laptop,Billing
The laptop I ordered was delivered late,Technical Issue
I was charged extra for my laptop,Billing
Received a damaged credit card,Technical Issue
Refund not processed for returned subscription,Account
Wrong internet service delivered to my address,Delivery
Facing technical issues with the internet service,Technical Issue
Received a damaged subscription,Account
My laptop stopped working within a week,Billing
My laptop stopped working within a week,Account
Refund not processed for returned headphones,Technical Issue
Wrong subscription delivered to my address,Billing
Received a damaged credit card,Delivery
Refund not processed for returned mobile phone,Delivery
Customer service did not resolve my issue regarding headphones,Technical Issue
My laptop stopped working within a week,Delivery
Received a damaged headphones,Billing
Customer service did not resolve my issue regarding mobile phone,Account
The subscription I ordered was delivered late,Billing
My subscription stopped working within a week,Delivery
Facing technical issues with the mobile phone,Delivery
Payment failed but amount deducted for credit card,Technical Issue
Customer service did not resolve my issue regarding credit card,Technical Issue
Received a damaged laptop,Delivery
Received a damaged headphones,Account
I was charged extra for my laptop,Billing
I was charged extra for my internet service,Account
My headphones stopped working within a week,Account
Payment failed but amount deducted for headphones,Technical Issue
My headphones stopped working within a week,Billing
Facing technical issues with the credit card,Billing
Payment failed but amount deducted for internet service,Account
Refund not processed for returned credit card,Billing
Customer service did not resolve my issue regarding laptop,Delivery
Refund not processed for returned laptop,Delivery
Facing technical issues with the laptop,Technical Issue
I was charged extra for my subscription,Technical Issue
My subscription stopped working within a week,Delivery
Facing technical issues with the mobile phone,Delivery
Refund not processed for returned subscription,Technical Issue
Customer service did not resolve my issue regarding laptop,Technical Issue
Wrong credit card delivered to my address,Billing
Refund not processed for returned laptop,Delivery
My headphones stopped working within a week,Account
The headphones I ordered was delivered late,Billing
I was charged extra for my internet service,Billing
Customer service did not resolve my issue regarding laptop,Technical Issue
The credit card I ordered was delivered late,Technical Issue
Refund not processed for returned mobile phone,Billing
The headphones I ordered was delivered late,Billing
Refund not processed for returned headphones,Delivery
My internet service stopped working within a week,Delivery
Customer service did not resolve my issue regarding mobile phone,Billing
Payment failed but amount deducted for headphones,Delivery
Wrong mobile phone delivered to my address,Technical Issue
I was charged extra for my laptop,Technical Issue
The credit card I ordered was delivered late,Billing
Customer service did not resolve my issue regarding internet service,Account
Facing technical issues with the mobile phone,Technical Issue
I was charged extra for my subscription,Billing
Received a damaged subscription,Billing
Wrong internet service delivered to my address,Delivery
The credit card I ordered was delivered late,Account
Payment failed but amount deducted for subscription,Billing
The subscription I ordered was delivered late,Account
My internet service stopped working within a week,Account
Facing technical issues with the laptop,Billing
Customer service did not resolve my issue regarding credit card,Delivery
Facing technical issues with the headphones,Delivery
The credit card I ordered was delivered late,Billing
Billing problem occurred while purchasing subscription,Billing
Payment failed but amount deducted for mobile phone,Billing
Received a damaged credit card,Technical Issue
I was charged extra for my internet service,Account
My laptop stopped working within a week,Delivery
Received a damaged laptop,Account
Facing technical issues with the headphones,Technical Issue
The credit card I ordered was delivered late,Delivery
My mobile phone stopped working within a week,Account
Received a damaged headphones,Account
I was charged extra for my laptop,Billing
The credit card I ordered was delivered late,Account
My headphones stopped working within a week,Delivery
The subscription I ordered was delivered late,Account
Received a damaged laptop,Billing
Payment failed but amount deducted for headphones,Delivery
I was charged extra for my credit card,Billing
Payment failed but amount deducted for subscription,Account
Received a damaged subscription,Account
My subscription stopped working within a week,Billing
Wrong credit card delivered to my address,Account
Wrong credit card delivered to my address,Billing
Customer service did not resolve my issue regarding laptop,Billing
Payment failed but amount deducted for mobile phone,Delivery
Billing problem occurred while purchasing subscription,Technical Issue
My laptop stopped working within a week,Billing
Received a damaged laptop,Billing
I was charged extra for my mobile phone,Account
Refund not processed for returned laptop,Technical Issue
Facing technical issues with the subscription,Billing
Payment failed but amount deducted for headphones,Technical Issue
Facing technical issues with the internet service,Delivery
Received a damaged headphones,Billing
Payment failed but amount deducted for headphones,Technical Issue
Wrong headphones delivered to my address,Technical Issue
My mobile phone stopped working within a week,Delivery
Wrong internet service delivered to my address,Technical Issue
I was charged extra for my credit card,Technical Issue
Customer service did not resolve my issue regarding laptop,Delivery
Facing technical issues with the credit card,Technical Issue
Payment failed but amount deducted for laptop,Account
Customer service did not resolve my issue regarding headphones,Billing
Facing technical issues with the headphones,Delivery
Customer service did not resolve my issue regarding headphones,Billing
Facing technical issues with the internet service,Delivery
My laptop stopped working within a week,Account
Facing technical issues with the mobile phone,Account
Facing technical issues with the mobile phone,Account
Payment failed but amount deducted for laptop,Billing
Wrong laptop delivered to my address,Account
Facing technical issues with the credit card,Technical Issue
Facing technical issues with the subscription,Technical Issue
Received a damaged mobile phone,Billing
Customer service did not resolve my issue regarding mobile phone,Billing
I was charged extra for my credit card,Technical Issue
Facing technical issues with the laptop,Billing
Facing technical issues with the internet service,Account
Facing technical issues with the internet service,Account
Received a damaged subscription,Technical Issue
Payment failed but amount deducted for headphones,Technical Issue
Payment failed but amount deducted for subscription,Account
Received a damaged internet service,Billing
Billing problem occurred while purchasing headphones,Account
I was charged extra for my mobile phone,Account
Billing problem occurred while purchasing mobile phone,Technical Issue
Customer service did not resolve my issue regarding credit card,Account
Received a damaged mobile phone,Billing
My credit card stopped working within a week,Account
The subscription I ordered was delivered late,Technical Issue
I was charged extra for my headphones,Billing
Payment failed but amount deducted for laptop,Account
The mobile phone I ordered was delivered late,Account
My laptop stopped working within a week,Account
My internet service stopped working within a week,Delivery
The subscription I ordered was delivered late,Technical Issue
Billing problem occurred while purchasing credit card,Billing
I was charged extra for my headphones,Account
Payment failed but amount deducted for headphones,Account
Received a damaged internet service,Technical Issue
Payment failed but amount deducted for subscription,Billing
Facing technical issues with the internet service,Technical Issue
Billing problem occurred while purchasing credit card,Billing
Customer service did not resolve my issue regarding headphones,Delivery
Payment failed but amount deducted for laptop,Account
My headphones stopped working within a week,Delivery
I was charged extra for my internet service,Delivery
Customer service did not resolve my issue regarding mobile phone,Delivery
Billing problem occurred while purchasing laptop,Technical Issue
I was charged extra for my internet service,Technical Issue
Payment failed but amount deducted for credit card,Delivery
Payment failed but amount deducted for credit card,Billing
Facing technical issues with the internet service,Billing
Received a damaged subscription,Technical Issue
Received a damaged credit card,Technical Issue
I was charged extra for my headphones,Billing
Wrong subscription delivered to my address,Account
Payment failed but amount deducted for subscription,Technical Issue
The internet service I ordered was delivered late,Delivery
My subscription stopped working within a week,Delivery
Billing problem occurred while purchasing credit card,Technical Issue
I was charged extra for my headphones,Billing
The internet service I ordered was delivered late,Account
Refund not processed for returned internet service,Delivery
I was charged extra for my headphones,Account
My internet service stopped working within a week,Delivery
My headphones stopped working within a week,Technical Issue
Billing problem occurred while purchasing subscription,Billing
Wrong mobile phone delivered to my address,Technical Issue
The internet service I ordered was delivered late,Delivery
Customer service did not resolve my issue regarding credit card,Technical Issue
Facing technical issues with the mobile phone,Delivery
My laptop stopped working within a week,Technical Issue
Received a damaged internet service,Technical Issue
Received a damaged credit card,Account
Billing problem occurred while purchasing internet service,Account
Wrong laptop delivered to my address,Technical Issue
Wrong internet service delivered to my address,Account
I was charged extra for my subscription,Delivery
The credit card I ordered was delivered late,Technical Issue
Facing technical issues with the headphones,Delivery
I was charged extra for my mobile phone,Delivery
Received a damaged headphones,Technical Issue
Refund not processed for returned mobile phone,Delivery
Payment failed but amount deducted for internet service,Technical Issue
Payment failed but amount deducted for mobile phone,Account
Received a damaged credit card,Delivery
Facing technical issues with the headphones,Billing
Customer service did not resolve my issue regarding internet service,Billing
Received a damaged subscription,Account
Received a damaged laptop,Technical Issue
My internet service stopped working within a week,Billing
Wrong credit card delivered to my address,Delivery
Received a damaged subscription,Account
Facing technical issues with the subscription,Delivery
I was charged extra for my subscription,Billing
Customer service did not resolve my issue regarding internet service,Technical Issue
Facing technical issues with the internet service,Delivery
My credit card stopped working within a week,Delivery
Payment failed but amount deducted for mobile phone,Technical Issue
Billing problem occurred while purchasing mobile phone,Delivery
My mobile phone stopped working within a week,Billing
I was charged extra for my credit card,Billing
Payment failed but amount deducted for mobile phone,Account
Refund not processed for returned laptop,Billing
Refund not processed for returned credit card,Delivery
My mobile phone stopped working within a week,Technical Issue
Customer service did not resolve my issue regarding internet service,Technical Issue
Received a damaged credit card,Delivery
Facing technical issues with the mobile phone,Account
Facing technical issues with the mobile phone,Billing
Payment failed but amount deducted for laptop,Technical Issue
My headphones stopped working within a week,Billing
